,description,Latent_Dim93
"('reshist_addr1_coi_r_ed_nat', 'baseline_year_1_arm_1')",,0.4542973335128422
"('reshist_addr1_coi_z_coi_nat', 'baseline_year_1_arm_1')",,0.44791878325396234
"('reshist_addr1_coi_r_coi_nat', 'baseline_year_1_arm_1')",,0.4424121918412027
"('reshist_addr1_coi_r_ed_stt', 'baseline_year_1_arm_1')",,0.43789226653228025
"('reshist_addr1_coi_z_ed_nat', 'baseline_year_1_arm_1')",,0.4361623755964537
"('reshist_addr1_coi_r_coi_stt', 'baseline_year_1_arm_1')",,0.4327841590665486
"('reshist_addr1_coi_c5_coi_nat', 'baseline_year_1_arm_1')",,0.4321837578089747
"('reshist_addr1_coi_z_se_nat', 'baseline_year_1_arm_1')",,0.4306281352914374
"('reshist_addr1_coi_c5_ed_nat', 'baseline_year_1_arm_1')",,0.4286622105293633
"('reshist_addr1_coi_c5_coi_stt', 'baseline_year_1_arm_1')",,0.42817861369854743
"('reshist_addr1_coi_ed_schpov', 'baseline_year_1_arm_1')",,-0.4281033923883197
"('reshist_addr1_coi_c5_ed_stt', 'baseline_year_1_arm_1')",,0.4166388392676256
"('reshist_addr1_coi_c5_se_nat', 'baseline_year_1_arm_1')",,0.41590474228670804
"('reshist_addr1_coi_zse_ecres', 'baseline_year_1_arm_1')",,0.41511613974793926
"('reshist_addr1_coi_zed_schpov', 'baseline_year_1_arm_1')",,0.41288054701395316
"('reshist_addr1_coi_r_se_nat', 'baseline_year_1_arm_1')",,0.4114321746628351
"('reshist_addr1_svi_cap_20142018', 'baseline_year_1_arm_1')",,-0.40725469899512223
"('reshist_addr1_adi_perc', 'baseline_year_1_arm_1')",,-0.40618429278391427
"('reshist_addr1_coi_r_se_stt', 'baseline_year_1_arm_1')",,0.4051535455832005
"('genetic_af_european', 'baseline_year_1_arm_1')",,0.4008767239878562
"('reshist_addr1_svi_th1_20142018', 'baseline_year_1_arm_1')",,-0.39800928687310155
"('reshist_addr1_coi_ed_math', 'baseline_year_1_arm_1')",,0.3956256265231591
"('reshist_addr1_adi_income', 'baseline_year_1_arm_1')",,0.3939670400187366
"('reshist_addr1_coi_zed_math', 'baseline_year_1_arm_1')",,0.3907127308511262
"('reshist_addr1_coi_zse_occ', 'baseline_year_1_arm_1')",,0.3887528366689393
"('reshist_addr1_coi_se_single', 'baseline_year_1_arm_1')",,-0.3869257356033112
"('reshist_addr1_coi_r_he_nat', 'baseline_year_1_arm_1')",,0.38606795189679416
"('reshist_addr1_coi_ed_attain', 'baseline_year_1_arm_1')",,0.3854526587515325
"('reshist_addr1_coi_ed_reading', 'baseline_year_1_arm_1')",,0.38457956215396294
"('genetic_af_african', 'baseline_year_1_arm_1')",,-0.38409857865941016
"('reshist_addr1_opat_kfrpp_avg', 'baseline_year_1_arm_1')",,0.3834266151964164
"('reshist_addr1_leadrisk_poverty', 'baseline_year_1_arm_1')",,-0.38272484657101696
"('reshist_addr1_coi_zse_public', 'baseline_year_1_arm_1')",,0.3815887491230868
"('reshist_addr1_adi_sp', 'baseline_year_1_arm_1')",,-0.38146619800251075
"('reshist_addr1_coi_se_public', 'baseline_year_1_arm_1')",,-0.3810496968754527
"('reshist_addr1_coi_zed_attain', 'baseline_year_1_arm_1')",,0.3791152966707945
"('reshist_addr1_svi_pov_20142018', 'baseline_year_1_arm_1')",,-0.3777882266702558
"('reshist_addr1_coi_zse_povrate', 'baseline_year_1_arm_1')",,0.37762030781880285
"('reshist_addr1_adi_pov', 'baseline_year_1_arm_1')",,-0.37716601529029115
"('reshist_addr1_coi_zed_reading', 'baseline_year_1_arm_1')",,0.3741825488093038
"('reshist_addr1_coi_zse_single', 'baseline_year_1_arm_1')",,0.3733835087301893
"('reshist_addr1_coi_se_povrate', 'baseline_year_1_arm_1')",,-0.37301845600039907
"('reshist_addr1_coi_c5_se_stt', 'baseline_year_1_arm_1')",,0.3695825715939064
"('reshist_addr1_coi_zse_mhe', 'baseline_year_1_arm_1')",,0.3683786812933966
"('ethnicity', '')_1.0",Race Ethnicity (Child),0.36742709448585614
"('reshist_addr1_coi_se_occ', 'baseline_year_1_arm_1')",,0.3649473199534248
"('reshist_addr1_coi_se_mhe', 'baseline_year_1_arm_1')",,0.3628498667731706
"('reshist_addr1_coi_z_he_nat', 'baseline_year_1_arm_1')",,0.36175895292499477
"('reshist_addr1_opat_kfrpp_p25', 'baseline_year_1_arm_1')",,0.35493446229592623
"('reshist_addr1_svi_hs_20142018', 'baseline_year_1_arm_1')",,-0.34953888695466184
"('reshist_addr1_adi_in_dis', 'baseline_year_1_arm_1')",,-0.3452500454845747
"('reshist_addr1_coi_c5_he_nat', 'baseline_year_1_arm_1')",,0.34262320160754806
"('reshist_addr1_adi_wsum', 'baseline_year_1_arm_1')",,-0.3420552543096982
"('reshist_addr1_opat_kfrpp_p50', 'baseline_year_1_arm_1')",,0.34159826091956363
"('ethnicity', '')_2.0",Race Ethnicity (Child),-0.3365039481892869
"('reshist_addr1_adi_mortg', 'baseline_year_1_arm_1')",,0.3265054592221856
"('reshist_addr1_adi_home_v', 'baseline_year_1_arm_1')",,0.32461338687953156
"('reshist_addr1_opat_kfrpp_p1', 'baseline_year_1_arm_1')",,0.32400125001661634
"('reshist_addr1_coi_zse_emprat', 'baseline_year_1_arm_1')",,0.3135352656555013
"('reshist_addr1_coi_zhe_vacancy', 'baseline_year_1_arm_1')",,0.30536056526128186
"('reshist_addr1_coi_he_vacancy', 'baseline_year_1_arm_1')",,-0.30490203594686605
"('reshist_addr1_coi_c5_he_stt', 'baseline_year_1_arm_1')",,0.29425634582767446
"('reshist_addr1_svi_th2_20142018', 'baseline_year_1_arm_1')",,-0.2880558384698461
"('reshist_addr1_svi_emp_20142018', 'baseline_year_1_arm_1')",,-0.2800664393444631
"('reshist_addr1_coi_zed_teachxp', 'baseline_year_1_arm_1')",,0.22544891522616928
"('reshist_addr1_coi_ed_teachxp', 'baseline_year_1_arm_1')",,-0.21580003113093463
"('reshist_addr1_coi_zed_apenr', 'baseline_year_1_arm_1')",,0.21517737133608267
